event_id,date,city,zone,raw_text,trigger_label,confidence,is_disruption,mm_rainfall,window_start,window_end
EVT003384,2025-07-30,Chennai,Adyar,"Adyar side cloudy sky, no flooding reported in the area right now #delivery warning exists, ground reality here is moslty okay",normal,0.92,0,1.28,12:00,13:00
EVT004337,2025-10-30,Kolkata,Howrah,delivery status roads are moving fine and orders are normal for this slot #delivery,normal,0.92,0,1.0,12:00,13:00
EVT014332,2025-12-21,Bengaluru,Rajajinagar,rider update surface water is building and even short routes are stretching around Rajajinagar main road,heavy_rain,0.79,1,49.71,00:00,01:00
EVT001200,2025-11-20,Mumbai,Ghatkopar,heat is there but still manageable on bike at the moment,normal,0.92,0,0.67,12:00,13:00
EVT012361,2025-11-03,Bengaluru,BTM Layout,evening shift roads are moving fine and orders are normal around 18:00,normal,0.92,0,1.23,18:00,19:00
EVT014202,2025-12-17,Mumbai,Chembur,mumbai weather alert underpass is messy and delivery timing has slipped since 0 pm,heavy_rain,0.87,1,20.83,00:00,01:00
EVT008542,2025-07-16,Chennai,Adyar,"delivery status traffic is moderate, weather is okay at the moment",normal,0.92,0,1.72,12:00,13:00
EVT002895,2025-10-21,Mumbai,Andheri,"mumbai ops update bandh rumours are false, shops are open #delivery heard rain in another mumbai area but not here protest talk is floating around in Mumbai but no hard road closure yet",normal,0.92,0,1.07,06:00,07:00
EVT011752,2025-10-10,Chennai,Urapakkam,"evening shift cloudy sky, no flooding reported in the area for this slot",normal,0.92,0,0.67,18:00,19:00
EVT006026,2025-10-14,Kolkata,New Town,delivery status some dark clouds but no disruption so far at the moment temperature is high though still workable,normal,0.92,0,0.76,18:00,19:00
EVT002451,2025-08-08,Chennai,Kathankulathur,Kathankulathur side some dark clouds but no disruption so far,normal,0.92,0,2.24,00:00,01:00
EVT008864,2025-08-27,Bengaluru,Jayanagar,"evening shift traffic is moderate, weather is okay at the moment temperature is high though still workable",normal,0.92,0,1.9,06:00,07:00
EVT001255,2025-10-18,Bengaluru,Yelahanka,"Yelahanka side traffic is moderate, weather is okay at the moment temperature is high though still workable",normal,0.92,0,1.51,18:00,19:00
EVT002520,2025-10-06,Bengaluru,Indiranagar,bengaluru ops update some dark clouds but no disruption so far temperature is high though still workable,normal,0.92,0,2.16,06:00,07:00
EVT008344,2025-08-18,Bengaluru,Electronic City,"morning run cloudy sky, no flooding reported in the area warning exists, ground reality here is mostly okay",normal,0.92,0,0.12,06:00,07:00
EVT010827,2025-09-03,Chennai,Potheri,"Potheri side traffic is moderate, weather is okay at the moment",normal,0.92,0,1.5,00:00,01:00
EVT002537,2025-09-10,Bengaluru,BTM Layout,evening shift heat is there but still manageable on bike for this slot #delivery saw water in another bengaluru lane but here it is still rideable,normal,0.92,0,1.7,00:00,01:00
EVT003313,2025-07-17,Bengaluru,Electronic City,"morning run only a light drizzle, nothing serious for deliveries around 18:00",normal,0.92,0,0.78,18:00,19:00
EVT003323,2025-11-12,Chennai,Guindy,"evening shift only a light drizzle, nothing serious for deliveries",heat_wave,0.55,1,0.5,06:00,07:00
EVT012409,2025-08-16,Mumbai,Thane,delivery status alert looked scary earlier but this stretch is clear now,normal,0.92,0,1.08,18:00,19:00
EVT014607,2025-08-31,Kolkata,Salt Lake,field escalation roads are submerged and power cuts are being reported in Salt Lake,extreme_rain,0.91,1,73.67,06:00,07:00
EVT008766,2025-12-11,Bengaluru,Koramangala,"bengaluru ops update only a light drizzle, nothing serious for deliveries for this slot",normal,0.92,0,0.83,06:00,07:00
EVT013610,2025-11-12,Kolkata,Dum Dum,Dum Dum getting hit badly underpass is messy and delivery timing has slipped around Dum Dum main road,heavy_rain,0.84,1,34.77,06:00,07:00
EVT008522,2025-10-29,Kolkata,Sealdah,imd note humid weather but service is running smoothly right now #chennai heard rain in another kolkata area but not here,normal,0.92,0,2.19,18:00,19:00
EVT008240,2025-11-02,Kolkata,Park Street,"Park Street side traffic is moderate, weather is okay right now minor slowdown only protest talk is floating around in Kolkata but no hard road closure yet",normal,0.92,0,2.16,12:00,13:00
EVT004149,2025-10-22,Mumbai,Borivali,morning run heat is there but still manageable on bike,normal,0.92,0,0.52,18:00,19:00
EVT012069,2025-08-07,Chennai,Guduvanchery,chennai ops update people keep saying rain issue but this pocket is functioning around 6:00,normal,0.92,0,1.74,06:00,07:00
EVT006516,2025-08-22,Mumbai,Lower Parel,"Lower Parel side traffic is moderate, weather is okay right now temperature is high though still workable",normal,0.92,0,0.9,18:00,19:00
EVT012860,2025-10-14,Mumbai,Borivali,"Borivali side traffic is moderate, weather is okay",normal,0.92,0,2.05,12:00,13:00
EVT005866,2025-09-25,Chennai,Velachery,"imd note some dark clouds but no disruption so far for this slot very hot, still not enough to disrupt the shift",heat_wave,0.58,1,1.62,06:00,07:00
EVT001714,2025-10-24,Kolkata,New Town,evening shift humid weather but service is running smoothly around 18:00,normal,0.92,0,2.31,18:00,19:00
EVT014496,2025-07-13,Kolkata,Dum Dum,waterlogging in Dum Dum visibility is poor and bikes are slowing down #riderlife,heavy_rain,0.92,1,19.51,18:00,19:00
EVT014843,2025-12-09,Chennai,Guduvanchery,"red alert update watre entering shops, this has turned severe very quickly service outage risk is high",extreme_rain,0.92,1,108.77,00:00,01:00
EVT003706,2025-09-02,Kolkata,Behala,evening shift people keep saying rain issue but this pocket is functioning at the moment #chennai,normal,0.92,0,1.63,12:00,13:00
EVT011861,2025-12-07,Bengaluru,Whitefield,"bandh rumours are false, shops are open at the moment",normal,0.92,0,0.12,18:00,19:00
EVT002674,2025-10-25,Kolkata,New Town,"delivery status traffic is moderate, weather is okay for this slot heard rain in another kolkata area but not here",normal,0.92,0,1.85,18:00,19:00
EVT002946,2025-12-14,Chennai,Siruseri,"morning run bandh rumours are false, shops are open temperature is high though still workable #riderlife",normal,0.92,0,1.54,06:00,07:00
EVT009941,2025-12-28,Chennai,T Nagar,imd note heat is honestly there but still manageable on bike for this slot minor slowdown only protest talk is floating around in Chennai but no hard road closure yet,normal,0.92,0,0.61,00:00,01:00
EVT007376,2025-09-16,Chennai,Velachery,imd note alert looked scary earlier but this stretch is clear now,normal,0.92,0,0.68,06:00,07:00
EVT000386,2025-08-01,Kolkata,Esplanade,"evening shift traffic is moderate, weather is okay for this slot saw water in another kolkata lane but here it is still rideable",normal,0.92,0,2.37,00:00,01:00
EVT011479,2025-10-25,Chennai,Guindy,delivery status roads are moving fine and orders are normal for this slot temperature is high though still workable,normal,0.92,0,2.21,06:00,07:00
EVT007956,2025-09-03,Kolkata,New Town,"bandh rumours are false, shops are open for this slot #delivery protest talk is floating around in Kolkata but no hard road closure yet",normal,0.92,0,1.47,12:00,13:00
EVT005772,2025-08-11,Bengaluru,Whitefield,"evening shift bandh rumours are false, shops are open for this slot",normal,0.92,0,2.15,12:00,13:00
EVT010388,2025-09-04,Chennai,Anna Nagar,delivery status humid weather but service is running smoothly,normal,0.92,0,0.47,12:00,13:00
EVT000312,2025-11-19,Mumbai,Lower Parel,alert looked scary earlier but this stretch is clear now at the moment,normal,0.92,0,1.77,06:00,07:00
EVT006324,2025-09-12,Bengaluru,BTM Layout,heat is there but still manageable on bike at the moment,normal,0.92,0,2.26,12:00,13:00
EVT013595,2025-11-15,Kolkata,New Town,streets are shiny with water and the next run feels risky #chennai,heavy_rain,0.9,1,47.02,00:00,01:00
EVT008937,2025-12-17,Mumbai,Thane,Thane side alert looked scary earlier but this stretch is clear now #riderlife,normal,0.92,0,0.64,12:00,13:00
EVT012617,2025-07-21,Mumbai,Thane,"evening shift traffic is moderate, weather is okay at the moment",normal,0.92,0,1.67,18:00,19:00
EVT009689,2025-09-13,Chennai,T Nagar,morning run alert looked scary earlier but this stretch is clear now for this slot #delivery,normal,0.92,0,2.35,00:00,01:00
EVT003754,2025-10-01,Kolkata,Behala,Behala side some dark clouds but no disruption so far around 0:00,heat_wave,0.49,1,1.16,00:00,01:00
EVT015077,2025-11-21,Mumbai,Ghatkopar,"police diversion note autos, bikes and dark-store movement slowed because of protest action heard drums and slogans nearby #delivery",bandh,0.92,1,0.0,00:00,01:00
EVT014326,2025-09-09,Bengaluru,Koramangala,rider update roads are filling up and riders are taking detours,heavy_rain,0.92,1,20.48,12:00,13:00
EVT008226,2025-10-03,Mumbai,Andheri,"Andheri side only a light drizzle, nothing serious for deliveries for this slot",normal,0.92,0,0.16,12:00,13:00
EVT010723,2025-12-17,Kolkata,Howrah,delivery status alert looked scary earlier but this stretch is clear now around 6:00,normal,0.92,0,0.57,06:00,07:00
EVT001054,2025-11-12,Kolkata,Park Street,imd note some dark clouds but no disruption so far,normal,0.92,0,1.69,00:00,01:00
EVT006562,2025-10-04,Chennai,Sholinganallur,"evening shift cloudy sky, no flooding reported in the area around 6:00",normal,0.92,0,1.6,06:00,07:00
EVT002320,2025-11-27,Chennai,Adyar,evening shift heat is there but still manageable on bike,normal,0.92,0,0.83,00:00,01:00
EVT006467,2025-08-24,Mumbai,Powai,"Powai side bandh rumours are false, shops are open right now warning exists, ground reality here is mostly okay",normal,0.92,0,2.25,00:00,01:00
EVT011706,2025-09-13,Mumbai,Thane,delivery status heat is there but still manageable on bike for this slot,normal,0.92,0,1.36,12:00,13:00
EVT006625,2025-07-01,Bengaluru,Electronic City,delivery status some dark clouds but no disruption so far at the moment,normal,0.92,0,0.59,12:00,13:00
EVT010260,2025-07-17,Chennai,Anna Nagar,chennai ops update some dark clouds but no disruption so far for this slot,normal,0.92,0,1.12,00:00,01:00
EVT011677,2025-11-03,Mumbai,Ghatkopar,morning run some dark clouds but no disruption so far protest talk is floating around in Mumbai but no hard road closure yet,normal,0.92,0,1.02,18:00,19:00
EVT007533,2025-12-04,Chennai,Adyar,delivery status roads are moving fine and orders are normal at the moment,normal,0.92,0,1.0,06:00,07:00
EVT011341,2025-10-14,Chennai,Guduvanchery,morning run some dark clouds but no disruption so far around 18:00,normal,0.92,0,1.48,18:00,19:00
EVT005787,2025-07-21,Mumbai,Vashi,evening shift alert looked scary earlier but this stretch is honestly clear now around 18:00,normal,0.92,0,1.07,18:00,19:00
EVT000354,2025-12-08,Mumbai,Vashi,mumbai ops update alert looked scary earlier but this stretch is clear now around 0:00 #riderlife,normal,0.92,0,0.25,00:00,01:00
EVT004630,2025-11-25,Mumbai,Borivali,imd note roads are moving fine and orders are normal heard rain in another mumbai area but not here,normal,0.92,0,1.3,12:00,13:00
EVT010680,2025-09-21,Kolkata,Park Street,"imd note traffic is moderate, weather is okay for this slot heard rain in another kolkata area but not here very hot, still not enough to disrupt the shift",normal,0.92,0,2.22,12:00,13:00
EVT014655,2025-12-21,Kolkata,Salt Lake,Salt Lake is getting slammed roads are submerged and power cuts are being reported in Salt Lake,extreme_rain,0.92,1,129.0,18:00,19:00
EVT010461,2025-11-29,Chennai,Anna Nagar,"evening shift only a light drizzle, nothing serious for deliveries for this slot",normal,0.92,0,1.46,00:00,01:00
EVT007202,2025-10-30,Kolkata,Salt Lake,kolkata ops update humid weather but service is running smoothly at the moment Kolkata warning looked scary but this pocket is fine,normal,0.92,0,1.62,00:00,01:00
EVT004171,2025-12-19,Chennai,Potheri,"traffic is moderate, weather is okay right now",normal,0.92,0,0.27,06:00,07:00
EVT003853,2025-07-30,Chennai,Kelambakkam,"evening shift only a light drizzle, nothing serious for deliveries for this slot",normal,0.92,0,0.72,00:00,01:00
EVT007900,2025-07-04,Mumbai,Bandra,morning run humid weather but service is running smoothly,normal,0.92,0,0.05,18:00,19:00
EVT014509,2025-10-04,Mumbai,Chembur,"ndma emergency advisory water entering shops, this has turned severe very quickly looks worse on ground than the alert text suggests",heavy_rain,0.54,1,86.47,18:00,19:00
EVT000015,2025-10-30,Kolkata,Garia,heat is there but still manageable on bike right now saw water in another kolkata lane but here it is still rideable,normal,0.92,0,0.46,00:00,01:00
EVT001618,2025-08-29,Mumbai,Borivali,delivery status roads are moving fine and orders are normal at the moment,normal,0.92,0,1.4,00:00,01:00
EVT002920,2025-11-12,Mumbai,Borivali,heat is there but still manageable on bike at the moment protest talk is floating around in Mumbai but no hard road closure yet,normal,0.92,0,1.07,18:00,19:00
EVT000534,2025-09-07,Mumbai,Bandra,imd note heat is there but still manageable on bike for this slot,normal,0.92,0,0.33,00:00,01:00
EVT013883,2025-10-07,Chennai,Adyar,customers are calling nonstop roads are filling up and riders are taking detours please avoid low-lying lanes,heavy_rain,0.8,1,47.46,00:00,01:00
EVT009738,2025-07-17,Chennai,Adyar,"imd note cloudy sky, no flooding reported in the area",normal,0.92,0,0.56,00:00,01:00
EVT013002,2025-07-26,Kolkata,Garia,imd note alert looked scary earlier but this stretch is clear now for this slot,normal,0.92,0,0.92,00:00,01:00
EVT005654,2025-08-06,Bengaluru,Jayanagar,Jayanagar side some dark clouds but no disruption so far right now,normal,0.92,0,2.13,06:00,07:00
EVT002202,2025-10-23,Mumbai,Lower Parel,heat is there but still manageable on bike around 0:00,normal,0.92,0,1.11,00:00,01:00
EVT006914,2025-07-08,Mumbai,Ghatkopar,"evening shift bandh rumours are false, shops are open",normal,0.92,0,0.01,00:00,01:00
EVT004177,2025-07-10,Mumbai,Chembur,"cloudy sky, no flooding reported in the area for this slot minor slowdown only",normal,0.92,0,0.2,00:00,01:00
EVT011606,2025-12-26,Kolkata,Esplanade,delivery status humid weather but service is honestly running smoothly,normal,0.92,0,0.79,00:00,01:00
EVT001374,2025-08-21,Bengaluru,Electronic City,"morning run cloudy sky, no flooding reported in the area at the moment",normal,0.92,0,0.09,12:00,13:00
EVT011568,2025-10-25,Kolkata,Tollygunge,"delivery status cloudy sky, no flooding reported in the area around 12:00",normal,0.92,0,0.21,12:00,13:00
EVT004623,2025-12-29,Bengaluru,HSR Layout,"imd note cloudy sky, no flooding reported in the area around 0:00 #chennai",normal,0.92,0,0.43,00:00,01:00
EVT004862,2025-07-27,Chennai,Urapakkam,"imd note only a light drizzle, nothing serious for deliveries",normal,0.92,0,1.75,00:00,01:00
EVT000569,2025-09-16,Kolkata,Behala,"morning run heat is there but still manageable on bike minor slowdown only warning exists, ground reality here is mostly okay",normal,0.92,0,0.24,00:00,01:00
EVT010325,2025-10-14,Bengaluru,Electronic City,bengaluru ops update roads are moving fine and orders are normal,normal,0.92,0,1.7,18:00,19:00
EVT004418,2025-07-23,Chennai,Guduvanchery,chennai ops update people keep saying rain issue but this pocket is functioning for this slot,normal,0.92,0,0.7,18:00,19:00
EVT000032,2025-10-22,Bengaluru,Rajajinagar,"delivery status cloudy sky, no flooding reported in the area around 0:00 heard rain in another bengaluru area but not here protest talk is floating around in Bengaluru but no hard road closure yet",normal,0.92,0,0.06,00:00,01:00
